identifier,fullStatement,humanCodingScheme,listEnumeration,notes,educationLevel,CFItemType
7433a4ca-d7cc-11e8-824f-0242ac160002,Algebra,,2,,"09,10,11,12",Conceptual Category
7433abed-d7cc-11e8-824f-0242ac160002,Seeing Structure in Expressions,,,,"09,10,11,12",Domain
7433aa2f-d7cc-11e8-824f-0242ac160002,Interpret the structure of expressions,HSA-SSE.A,,[Polynomial and rational],"09,10,11,12",Cluster
7433a863-d7cc-11e8-824f-0242ac160002,Interpret expressions that represent a quantity in terms of its context,HSA-SSE.A.1,1,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
7433a6a5-d7cc-11e8-824f-0242ac160002,"Interpret parts of an expression, such as terms, factors, and coefficients.",HSA-SSE.A.1.a,a.,,"09,10,11,12",Component
7433b334-d7cc-11e8-824f-0242ac160002,"Interpret complicated expressions by viewing one or more of their parts as a single entity. <em>For example, interpret P(1+r)<sup>n</sup> as the product of P and a factor not depending on P.</em>",HSA-SSE.A.1.b,b.,,"09,10,11,12",Component
7433b11b-d7cc-11e8-824f-0242ac160002,"Use the structure of an expression to identify ways to rewrite it. <em>For example, see x<sup>4</sup> — y<sup>4</sup> as (x²)² — (y²)², thus recognizing it as a difference of squares that can be factored as (x² — y²)(x² + y²).</em>",HSA-SSE.A.2,2,,"09,10,11,12",Standard
7433adad-d7cc-11e8-824f-0242ac160002,Write expressions in equivalent forms to solve problems,HSA-SSE.B,,,"09,10,11,12",Cluster
7433af5d-d7cc-11e8-824f-0242ac160002,"Derive the formula for the sum of a finite geometric series (when the common ratio is not 1), and use the formula to solve problems. <em>For example, calculate mortgage payments.</em>",HSA-SSE.B.4,4,,"09,10,11,12",Standard
7433ba0c-d7cc-11e8-824f-0242ac160002,Arithmetic with Polynomials & Rational Expressions,,,,"09,10,11,12",Domain
7433b838-d7cc-11e8-824f-0242ac160002,Perform arithmetic operations on polynomials,HSA-APR.A,,[Polynomial and rational],"09,10,11,12",Cluster
7433b4fe-d7cc-11e8-824f-0242ac160002,"Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials.",HSA-APR.A.1,1,,"09,10,11,12",Standard
7433bbcc-d7cc-11e8-824f-0242ac160002,Understand the relationship between zeros and factors of polynomials,HSA-APR.B,,,"09,10,11,12",Cluster
7433bd84-d7cc-11e8-824f-0242ac160002,"Know and apply the Remainder Theorem: For a polynomial p(x) and a number a, the remainder on division by x - a is p(a), so p(a) = 0 if and only if (x - a) is a factor of p(x).",HSA-APR.B.2,2,,"09,10,11,12",Standard
7433bf44-d7cc-11e8-824f-0242ac160002,"Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial.",HSA-APR.B.3,3,,"09,10,11,12",Standard
7433c0fe-d7cc-11e8-824f-0242ac160002,Use polynomial identities to solve problems,HSA-APR.C,,,"09,10,11,12",Cluster
7433c2b2-d7cc-11e8-824f-0242ac160002,"Prove polynomial identities and use them to describe numerical relationships. <em>For example, the polynomial identity (x² + y²)2 = (x² — y²)² + (2xy)² can be used to generate Pythagorean triples.</em>",HSA-APR.C.4,4,,"09,10,11,12",Standard
7433c47d-d7cc-11e8-824f-0242ac160002,"(+) Know and apply the Binomial Theorem for the expansion of (x + y)<sup>n</sup> in powers of x and y for a positive integer n, where x and y are any numbers, with coefficients determined for example by Pascal's Triangle.",HSA-APR.C.5,5,The Binomial Theorem can be proved by mathematical induction or by a combinatorial argument.,"09,10,11,12",Standard
7433c643-d7cc-11e8-824f-0242ac160002,Rewrite rational expressions,HSA-APR.D,,[Linear and quadratic denominators],"09,10,11,12",Cluster
7433c85d-d7cc-11e8-824f-0242ac160002,"Rewrite simple rational expressions in different forms; write <sup>a(x </sup>/<sub>b(x)</sub> in the form q(x) + <sup>r(x)</sup>/<sub>b(x)</sub>, where a(x), b(x), q(x), and r(x) are polynomials with the degree of r(x) less than the degree of b(x), using inspection, long division, or, for the more complicated examples, a computer algebra system.",HSA-APR.D.6,6,,"09,10,11,12",Standard
7433cabf-d7cc-11e8-824f-0242ac160002,"(+) Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions.",HSA-APR.D.7,7,,"09,10,11,12",Standard
7433cfe7-d7cc-11e8-824f-0242ac160002,Creating Equations,,,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Domain
7433ce33-d7cc-11e8-824f-0242ac160002,Create equations that describe numbers or relationships,HSA-CED.A,,"[Equations using all available types of expressions, including simple root functions]","09,10,11,12",Cluster
7433cc7c-d7cc-11e8-824f-0242ac160002,"Create equations and inequalities in one variable including ones with absolute value and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions.",HSA-CED.A.1,1,,"09,10,11,12",Standard
7433d1b5-d7cc-11e8-824f-0242ac160002,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.,HSA-CED.A.2,2,,"09,10,11,12",Standard
7433d36f-d7cc-11e8-824f-0242ac160002,"Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or nonviable options in a modeling context. <em>For example, represent inequalities describing nutritional and cost constraints on combinations of different foods.</em>",HSA-CED.A.3,3,,"09,10,11,12",Standard
7433d534-d7cc-11e8-824f-0242ac160002,"Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. <em>For example, rearrange Ohm's law V = IR to highlight resistance R.</em>",HSA-CED.A.4,4,,"09,10,11,12",Standard
7433d8f4-d7cc-11e8-824f-0242ac160002,Reasoning with Equations & Inequalities,,,,"09,10,11,12",Domain
7433d6fa-d7cc-11e8-824f-0242ac160002,Understand solving equations as a process of reasoning and explain the reasoning,HSA-REI.A,,[Simple radical and rational],"09,10,11,12",Cluster
7433dec9-d7cc-11e8-824f-0242ac160002,"Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise.",HSA-REI.A.2,2,,"09,10,11,12",Standard
7433daaf-d7cc-11e8-824f-0242ac160002,Represent and solve equations and inequalities graphically,HSA-REI.D,,"[Combine polynomial, rational, radical, absolute value, and exponential functions.]","09,10,11,12",Cluster
7433dc98-d7cc-11e8-824f-0242ac160002,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.",HSA-REI.D.11,11,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
7433e0be-d7cc-11e8-824f-0242ac160002,Functions,,3,,"09,10,11,12",Conceptual Category
7433e36b-d7cc-11e8-824f-0242ac160002,Interpreting Functions,,,,"09,10,11,12",Domain
7433e617-d7cc-11e8-824f-0242ac160002,Interpret functions that arise in applications in terms of the context,HSF-IF.B,,"[Include rational, square root and cube root; emphasize selection of appropriate models.]","09,10,11,12",Cluster
7433e891-d7cc-11e8-824f-0242ac160002,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship.",HSF-IF.B.4,4,"Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.","09,10,11,12",Standard
7433eb42-d7cc-11e8-824f-0242ac160002,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. <em>For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function.</em>",HSF-IF.B.5,5,,"09,10,11,12",Standard
7433edbb-d7cc-11e8-824f-0242ac160002,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.,HSF-IF.B.6,6,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
7433f1d6-d7cc-11e8-824f-0242ac160002,Analyze functions using different representations,HSF-IF.C,,[Include rational and radical; focus on using key features to guide selection of appropriate type of model function.],"09,10,11,12",Cluster
7433f4bf-d7cc-11e8-824f-0242ac160002,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.",HSF-IF.C.7,7,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
7433f76e-d7cc-11e8-824f-0242ac160002,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.",HSF-IF.C.7.b,b.,,"09,10,11,12",Component
7433f9df-d7cc-11e8-824f-0242ac160002,"Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior.",HSF-IF.C.7.c,c.,,"09,10,11,12",Component
7433fd80-d7cc-11e8-824f-0242ac160002,"Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.",HSF-IF.C.7.e,e.,,"09,10,11,12",Component
7433ffc7-d7cc-11e8-824f-0242ac160002,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.,HSF-IF.C.8,8,,"09,10,11,12",Standard
7434022f-d7cc-11e8-824f-0242ac160002,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). <em>For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum.</em>",HSF-IF.C.9,9,,"09,10,11,12",Standard
74340bc1-d7cc-11e8-824f-0242ac160002,Building Functions,,,,"09,10,11,12",Domain
74340907-d7cc-11e8-824f-0242ac160002,Build a function that models a relationship between two quantities,HSF-BF.A,,[Include all types of functions studied.],"09,10,11,12",Cluster
74340612-d7cc-11e8-824f-0242ac160002,Write a function that describes a relationship between two quantities,HSF-BF.A.1,1,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
7434210d-d7cc-11e8-824f-0242ac160002,"Combine standard function types using arithmetic operations. <em>For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model.</em>",HSF-BF.A.1.b,b.,,"09,10,11,12",Component
74341052-d7cc-11e8-824f-0242ac160002,Build new functions from existing functions,HSF-BF.B,,"[Include simple, radical, rational, and exponential functions; emphasize common effect of each transformation across function types.]","09,10,11,12",Cluster
7434135e-d7cc-11e8-824f-0242ac160002,"Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them.",HSF-BF.B.3,3,,"09,10,11,12",Standard
74341cb1-d7cc-11e8-824f-0242ac160002,Find inverse functions.,HSF-BF.B.4,4,,"09,10,11,12",Standard
74341889-d7cc-11e8-824f-0242ac160002,"Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. <em>For example, f(x) =2 x³ or f(x) = (x+1)/(x-1) for x ≠ 1.</em>",HSF-BF.B.4.a,a.,,"09,10,11,12",Component
743426d0-d7cc-11e8-824f-0242ac160002,"Linear, Quadratic, & Exponential Models",,,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Domain
7434249c-d7cc-11e8-824f-0242ac160002,"Construct and compare linear, quadratic, and exponential models and solve problems",HSF-LE.A,,,"09,10,11,12",Cluster
74342fc3-d7cc-11e8-824f-0242ac160002,"For exponential models, express as a logarithm the solution to ab<sup>ct</sup> = d where a, c, and d are numbers and the base b is 2, 10, or e; evaluate the logarithm using technology.",HSF-LE.A.4,4,,"09,10,11,12",Standard
74344256-d7cc-11e8-824f-0242ac160002,Prove simple laws of logarithms.,HSF-LE.A.4.1,1,,"09,10,11,12",Standard
743444f5-d7cc-11e8-824f-0242ac160002,Use the definition of logarithms to translate between logarithms in any base.,HSF-LE.A.4.2,2,,"09,10,11,12",Standard
74344717-d7cc-11e8-824f-0242ac160002,Understand and use the properties of logarithms to simplify logarithmic numeric expressions and to identify their approximate values.,HSF-LE.A.4.3,3,,"09,10,11,12",Standard
74342af9-d7cc-11e8-824f-0242ac160002,Interpret expressions for functions in terms of the situation they model,HSF-LE.B,,,"09,10,11,12",Cluster
74342d8c-d7cc-11e8-824f-0242ac160002,Interpret the parameters in a linear or exponential function in terms of a context.,HSF-LE.B.5,5,,"09,10,11,12",Standard
74343696-d7cc-11e8-824f-0242ac160002,Trigonometric Functions,,,,"09,10,11,12",Domain
74343456-d7cc-11e8-824f-0242ac160002,Extend the domain of trigonometric functions using the unit circle,HSF-TF.A,,,"09,10,11,12",Cluster
743431fe-d7cc-11e8-824f-0242ac160002,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.,HSF-TF.A.1,1,,"09,10,11,12",Standard
74343de4-d7cc-11e8-824f-0242ac160002,"Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle.",HSF-TF.A.2,2,,"09,10,11,12",Standard
74344021-d7cc-11e8-824f-0242ac160002,Graph all 6 basic trigonometric functions.,HSF-TF.A.2.1,3,,"09,10,11,12",Standard
74343901-d7cc-11e8-824f-0242ac160002,Model periodic phenomena with trigonometric functions,HSF-TF.B,,,"09,10,11,12",Cluster
74343b93-d7cc-11e8-824f-0242ac160002,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.",HSF-TF.B.5,5,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
743449fd-d7cc-11e8-824f-0242ac160002,Geometry,,4,,"09,10,11,12",Conceptual Category
74346e7f-d7cc-11e8-824f-0242ac160002,"Similarity, Right Triangles, & Trigonometry",,,,"09,10,11,12",Domain
7434721a-d7cc-11e8-824f-0242ac160002,Apply trigonometry to general triangles,HSG-SRT.D,,,"09,10,11,12",Cluster
74347057-d7cc-11e8-824f-0242ac160002,(+) Derive the formula A = 1/2 ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.,HSG-SRT.D.9,9,,"09,10,11,12",Standard
743473d9-d7cc-11e8-824f-0242ac160002,(+) Prove the Laws of Sines and Cosines and use them to solve problems.,HSG-SRT.D.10,10,,"09,10,11,12",Standard
7434759f-d7cc-11e8-824f-0242ac160002,"(+) Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces).",HSG-SRT.D.11,11,,"09,10,11,12",Standard
74344f60-d7cc-11e8-824f-0242ac160002,Expressing Geometric Properties with Equations,,,,"09,10,11,12",Domain
74344ca7-d7cc-11e8-824f-0242ac160002,Translate between the geometric description and the equation for a conic section,HSG-GPE.A,,,"09,10,11,12",Cluster
743451c5-d7cc-11e8-824f-0242ac160002,"Given a quadratic equation of the form ax² + by² + cx + dy + e = 0, use the method for completing the square to put the equation into standard form; identify whether the graph of the equation is a circle, ellipse, parabola, or hyperbola and graph the equation. [In Mathematics III, this standard addresses only circles and parabolas.]",HSG-GPE.A.3.1,3,,"09,10,11,12",Standard
74345528-d7cc-11e8-824f-0242ac160002,Geometric Measurement & Dimension,,,,"09,10,11,12",Domain
7434582e-d7cc-11e8-824f-0242ac160002,Visualize relationships between two-dimensional and three-dimensional objects,HSG-GMD.B,,,"09,10,11,12",Cluster
74345a76-d7cc-11e8-824f-0242ac160002,"Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",HSG-GMD.B.4,4,,"09,10,11,12",Standard
74346668-d7cc-11e8-824f-0242ac160002,Modeling with Geometry,,,,"09,10,11,12",Domain
7434604e-d7cc-11e8-824f-0242ac160002,Apply geometric concepts in modeling situations,HSG-MG.A,,,"09,10,11,12",Cluster
74345d4d-d7cc-11e8-824f-0242ac160002,"Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).",HSG-MG.A.1,1,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
743468fc-d7cc-11e8-824f-0242ac160002,"Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).",HSG-MG.A.2,2,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Standard
74346bf6-d7cc-11e8-824f-0242ac160002,"Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).",HSG-MG.A.3,3,,"09,10,11,12",Standard
74347765-d7cc-11e8-824f-0242ac160002,Statistics & Probability,,5,"Modeling is best interpreted not as a collection of isolated topics but in relation to other standards. Making mathematical models is a Standard for Mathematical Practice, and specific modeling standards appear throughout the high school standards indicated by a star symbol (★). The star symbol sometimes appears on the heading for a group of standards; in that case, it should be understood to apply to all standards in that group.","09,10,11,12",Conceptual Category
74347bbc-d7cc-11e8-824f-0242ac160002,Interpreting Categorical & Quantitative Data,,,,"09,10,11,12",Domain
743479a9-d7cc-11e8-824f-0242ac160002,"Summarize, represent, and interpret data on a single count or measurement variable",HSS-ID.A,,,"09,10,11,12",Cluster
74347d91-d7cc-11e8-824f-0242ac160002,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.",HSS-ID.A.4,4,,"09,10,11,12",Standard
7434832e-d7cc-11e8-824f-0242ac160002,Making Inferences & Justifying Conclusions,,,,"09,10,11,12",Domain
74348116-d7cc-11e8-824f-0242ac160002,Understand and evaluate random processes underlying statistical experiments,HSS-IC.A,,,"09,10,11,12",Cluster
74347f5c-d7cc-11e8-824f-0242ac160002,Understand statistics as a process for making inferences about population parameters based on a random sample from that population.,HSS-IC.A.1,1,,"09,10,11,12",Standard
74348e0d-d7cc-11e8-824f-0242ac160002,"Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. <em>For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model?</em>",HSS-IC.A.2,2,,"09,10,11,12",Standard
743484f8-d7cc-11e8-824f-0242ac160002,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",HSS-IC.B,,,"09,10,11,12",Cluster
743486d1-d7cc-11e8-824f-0242ac160002,"Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.",HSS-IC.B.3,3,,"09,10,11,12",Standard
743488a8-d7cc-11e8-824f-0242ac160002,Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.,HSS-IC.B.4,4,,"09,10,11,12",Standard
74348a74-d7cc-11e8-824f-0242ac160002,Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.,HSS-IC.B.5,5,,"09,10,11,12",Standard
74348c43-d7cc-11e8-824f-0242ac160002,Evaluate reports based on data.,HSS-IC.B.6,6,,"09,10,11,12",Standard
74348fd1-d7cc-11e8-824f-0242ac160002,Using Probability to Make Decisions,,,,"09,10,11,12",Domain
743491f8-d7cc-11e8-824f-0242ac160002,Use probability to evaluate outcomes of decisions,HSS-MD.B,,[Include more complex situations.],"09,10,11,12",Cluster
743493df-d7cc-11e8-824f-0242ac160002,"(+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator).",HSS-MD.B.6,6,,"09,10,11,12",Standard
743495d3-d7cc-11e8-824f-0242ac160002,"(+) Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game).",HSS-MD.B.7,7,,"09,10,11,12",Standard
741244dc-d7cc-11e8-824f-0242ac160002,Mathematics II,,,,"09,10,11,12",Course
7433595d-d7cc-11e8-824f-0242ac160002,Statistics & Probability,,,,"09,10,11,12",Conceptual Category
74335bf7-d7cc-11e8-824f-0242ac160002,Understand independence and conditional probability and use them to interpret data,HSS-CP.A,,[Link to data from simulations or experiments.],"09,10,11,12",Cluster
74335f3a-d7cc-11e8-824f-0242ac160002,"Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"").",HSS-CP.A.1,1,,"09,10,11,12",Standard
74336456-d7cc-11e8-824f-0242ac160002,"Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.",HSS-CP.A.2,2,,"09,10,11,12",Standard
74336719-d7cc-11e8-824f-0242ac160002,"Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.",HSS-CP.A.3,3,,"09,10,11,12",Standard
74336a66-d7cc-11e8-824f-0242ac160002,"Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. <em>For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results.</em>",HSS-CP.A.4,4,,"09,10,11,12",Standard
74336d32-d7cc-11e8-824f-0242ac160002,"Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. <em>For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer.</em>",HSS-CP.A.5,5,,"09,10,11,12",Standard
7433724f-d7cc-11e8-824f-0242ac160002,Use the rules of probability to compute probabilities of compound events in a uniform probability model,HSS-CP.B,,,"09,10,11,12",Cluster
743375ae-d7cc-11e8-824f-0242ac160002,"Find the conditional probability of A given B as the fraction of B's outcomes that also belong to A, and interpret the answer in terms of the model.",HSS-CP.B.6,6,,"09,10,11,12",Standard
7433789d-d7cc-11e8-824f-0242ac160002,"Apply the Addition Rule, P(A or B) = P(A) + P(B) - P(A and B), and interpret the answer in terms of the model.",HSS-CP.B.7,7,,"09,10,11,12",Standard
74337b74-d7cc-11e8-824f-0242ac160002,"(+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model.",HSS-CP.B.8,8,,"09,10,11,12",Standard
74337e10-d7cc-11e8-824f-0242ac160002,(+) Use permutations and combinations to compute probabilities of compound events and solve problems.,HSS-CP.B.9,9,,"09,10,11,12",Standard
743380ea-d7cc-11e8-824f-0242ac160002,Using Probability to Make Decisions,,,,"09,10,11,12",Domain
74338436-d7cc-11e8-824f-0242ac160002,Use probability to evaluate outcomes of decisions,HSS-MD.B,,[Introductory; apply counting rules.],"09,10,11,12",Cluster
7433888b-d7cc-11e8-824f-0242ac160002,"(+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator).",HSS-MD.B.6,6,,"09,10,11,12",Standard
74338b5a-d7cc-11e8-824f-0242ac160002,"(+) Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game).",HSS-MD.B.7,7,,"09,10,11,12",Standard
7413905a-d7cc-11e8-824f-0242ac160002,Number & Quantity,,,,"09,10,11,12",Conceptual Category
74137d2f-d7cc-11e8-824f-0242ac160002,The Real Number System,,,,"09,10,11,12",Domain
741383e1-d7cc-11e8-824f-0242ac160002,Extend the properties of exponents to rational exponents.,HSN-RN.A,,,"09,10,11,12",Cluster
7413805b-d7cc-11e8-824f-0242ac160002,"Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. <em>For example, we define 5<sup>1/3</sup> to be the cube root of 5 because we want (5<sup>1/3</sup>)³ = 5(<sup>1/3</sup>)³ to hold, so (5<sup>1/3</sup>)³ must equal 5.</em>",HSN-RN.A.1,1,,"09,10,11,12",Standard
74138742-d7cc-11e8-824f-0242ac160002,Rewrite expressions involving radicals and rational exponents using the properties of exponents.,HSN-RN.A.2,2,,"09,10,11,12",Standard
74138d95-d7cc-11e8-824f-0242ac160002,Use properties of rational and irrational numbers.,HSN-RN.B,,,"09,10,11,12",Cluster
74138aba-d7cc-11e8-824f-0242ac160002,Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.,HSN-RN.B.3,3,,"09,10,11,12",Standard
7413932d-d7cc-11e8-824f-0242ac160002,The Complex Number System,,,,"09,10,11,12",Domain
741399d8-d7cc-11e8-824f-0242ac160002,Perform arithmetic operations with complex numbers.,HSN-CN.A,,[i² as highest power of i],"09,10,11,12",Cluster
741396a3-d7cc-11e8-824f-0242ac160002,"Know there is a complex number i such that i² = -1, and every complex number has the form a + bi with a and b real.",HSN-CN.A.1,1,,"09,10,11,12",Standard
74139d0d-d7cc-11e8-824f-0242ac160002,"Use the relation i² = -1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers.",HSN-CN.A.2,2,,"09,10,11,12",Standard
7413a389-d7cc-11e8-824f-0242ac160002,Use complex numbers in polynomial identities and equations.,HSN-CN.C,,[Quadratics with real coefficients],"09,10,11,12",Cluster
7413a059-d7cc-11e8-824f-0242ac160002,Solve quadratic equations with real coefficients that have complex solutions.,HSN-CN.C.7,7,,"09,10,11,12",Standard
7413a6bc-d7cc-11e8-824f-0242ac160002,"(+) Extend polynomial identities to the complex numbers. <em>For example, rewrite x² + 4 as (x + 2i)(x - 2i).</em>",HSN-CN.C.8,8,,"09,10,11,12",Standard
7413a9f0-d7cc-11e8-824f-0242ac160002,(+) Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.,HSN-CN.C.9,9,,"09,10,11,12",Standard
7413ad7a-d7cc-11e8-824f-0242ac160002,Algebra,,,,"09,10,11,12",Conceptual Category
7413b12a-d7cc-11e8-824f-0242ac160002,Seeing Structure in Expressions,,,,"09,10,11,12",Domain
7413ba6f-d7cc-11e8-824f-0242ac160002,Interpret the structure of expressions,HSA-SSE.A,,[Quadratic and exponential],"09,10,11,12",Cluster
